PlayerID,Player,Team,TeamAbbreviation,Position,AverageSpeed,HighSpeedRuns,Sprints,TotalDistance,DistanceRank,MinutesPlayed
407343,Ghislain Konan,Côte d'Ivoire,CIV,DF,4.39,323,120,29623.54,336,303
316002,David Alaba,Austria,AUT,DF,5.93,297,70,29617.98,337,302
395581,Cristian Martinez,Panama,PAN,MF,6.73,319,147,29553.99,338,264
373400,Enner Valencia,Ecuador,ECU,FW,5.71,233,108,29489.89,339,311
430671,Ismail Jakobs,Senegal,SEN,DF,5.11,384,141,29465.19,340,257
466340,Leandro Bacuna,Curaçao,CUW,MF,5.88,315,88,29455.81,341,300
339745,Salem Aldawsari,Saudi Arabia,KSA,FW,6.36,400,160,29452.07,342,276
390267,Christian Pulisic,USA,USA,FW,5.62,380,137,29436.84,343,253
486080,Robin Hranac,Czechia,CZE,DF,5.86,311,94,29418.45,344,301
416906,Mostafa Shoubir,Egypt,EGY,GK,3.23,60,14,29414.93,345,546
431788,Pape Gueye,Senegal,SEN,MF,6.87,356,114,29411.07,346,257
486150,Jerome Opoku,Ghana,GHA,DF,4.21,230,74,29365.82,347,313
486929,Tani Oluwaseyi,Canada,CAN,FW,6.11,350,172,29357.02,348,288
411658,Ellyes Skhiri,Tunisia,TUN,MF,6.61,286,59,29334.81,349,267
419189,Yan Valery,Tunisia,TUN,DF,6.39,296,130,29256.28,350,274
477470,Oscar Bobb,Norway,NOR,MF,6.43,334,136,29207.95,351,279
512791,Issa Laye,Qatar,QAT,DF,5.61,338,88,29038.33,352,310
448174,Marin Pongracic,Croatia,CRO,DF,4.19,280,102,28983.18,353,311
275917,Ricardo Ade,Haiti,HAI,DF,5.64,310,95,28826.94,354,306
346743,Shoja Khalilzadeh,IR Iran,IRN,DF,5.59,255,78,28814.55,355,309
494989,Livano Comenencia,Curaçao,CUW,MF,6.88,342,117,28808.06,356,253
379955,Antonio Ruediger,Germany,GER,DF,5.87,258,72,28802.14,357,300
401470,Marcus Rashford,England,ENG,FW,5.18,285,147,28790.24,358,258
484022,Tarik Muharemovic,Bosnia and Herzegovina,BIH,DF,5.92,279,78,28776.65,359,292
466317,Juninho Bacuna,Curaçao,CUW,MF,6.17,305,142,28744.95,360,280
464566,Esmir Bajraktarevic,Bosnia and Herzegovina,BIH,FW,6.49,318,145,28616.79,361,262
385531,Xaver Schlager,Austria,AUT,MF,6.62,371,91,28614.03,362,265
400634,Edson Alvarez,Mexico,MEX,DF,4.8,342,104,28527.89,363,278
486268,Emmanuel Agbadou,Côte d'Ivoire,CIV,DF,4.16,250,72,28516.79,364,308
401334,John Mcginn,Scotland,SCO,MF,6.15,331,98,28477.11,365,277
418490,Lee Kangin,Korea Republic,KOR,MF,5.68,264,69,28433.53,366,300
419291,Feras Albrikan,Saudi Arabia,KSA,FW,6.49,328,123,28286.37,367,262
431225,Yazan Alarab,Jordan,JOR,DF,5.49,258,78,28270.79,368,309
402876,Agustin Canobbio,Uruguay,URU,MF,6.44,348,162,28186.33,369,261
390475,Sphephelo Sithole,South Africa,RSA,MF,6.6,463,119,28152.2,370,252
331732,Maxime Crepeau,Canada,CAN,GK,3.3,90,16,28143.54,371,511
499912,Sebastian Berhalter,USA,USA,MF,7.36,443,111,28137.58,372,231
418795,Nicolas Jackson,Senegal,SEN,FW,6.12,304,154,28133.46,373,271
481183,Akam Hashim,Iraq,IRQ,DF,5.56,270,79,28097.87,374,303
489518,Crysencio Summerville,Netherlands,NED,FW,6.16,285,131,28089.07,375,282
403319,Nasser Aldawsari,Saudi Arabia,KSA,MF,7.14,499,150,28038.3,376,230
356956,Yassine Bounou,Morocco,MAR,GK,2.6,38,5,28036.99,377,650
466687,Ali Ahmed,Canada,CAN,FW,5.24,341,172,27940.35,378,258
464924,Abdukodir Khusanov,Uzbekistan,UZB,DF,5.37,218,93,27912.88,379,311
419082,Ricardo Pepi,USA,USA,FW,7.21,366,148,27870.91,380,247
405877,Amine Gouiri,Algeria,ALG,FW,6.17,355,131,27787.87,381,270
419100,Maxi Araujo,Uruguay,URU,MF,5.96,308,129,27642.83,382,278
433585,Ibrahim Bayesh,Iraq,IRQ,MF,6.37,331,112,27586.07,383,259
411726,Lucas Paqueta,Brazil,BRA,MF,5.17,335,123,27561.36,384,255
479106,Akmal Mozgovoy,Uzbekistan,UZB,MF,6.81,361,94,27540.59,385,243
389784,Alan Franco,Ecuador,ECU,MF,6.1,307,134,27468.83,386,270
494640,Amar Memic,Bosnia and Herzegovina,BIH,MF,6.46,306,152,27462.49,387,254
390209,Sarpreet Singh,New Zealand,NZL,MF,7.24,381,118,27406.52,388,227
448140,Micky Van De Ven,Netherlands,NED,DF,4.22,245,92,27342.03,389,291
485347,Tahith Chong,Curaçao,CUW,MF,6.14,293,107,27318.08,390,267
486306,Nestory Irankunda,Australia,AUS,FW,5.66,263,129,27279.0,391,285
448346,Arthur Theate,Belgium,BEL,DF,3.15,249,82,27207.18,392,268
358122,Thomas Meunier,Belgium,BEL,DF,3.58,363,157,27147.57,393,226
463234,Thapelo Maseko,South Africa,RSA,FW,4.77,299,159,27093.85,394,255
429095,Hamdy Fathy,Egypt,EGY,MF,4.96,328,96,27077.98,395,260
371415,Rustam Ashurmatov,Uzbekistan,UZB,DF,5.62,288,80,27011.42,396,288
464103,Ange Yoan Bonny,Côte d'Ivoire,CIV,FW,6.23,314,113,26951.82,397,258
433527,Abdallah Nasib,Jordan,JOR,DF,5.62,269,86,26869.89,398,287
349342,Aziz Behich,Australia,AUS,DF,5.04,341,105,26853.33,399,245
395088,Kim Minjae,Korea Republic,KOR,DF,5.97,264,91,26815.14,400,268
511141,Armando Obispo,Curaçao,CUW,DF,5.34,189,65,26713.78,401,300
308370,Alisson,Brazil,BRA,GK,3.07,16,2,26656.8,402,520
494458,Ngalayel Mukau,Congo DR,COD,MF,7.25,383,105,26619.43,403,220
405881,Maxence Lacroix,France,FRA,DF,2.18,280,93,26505.73,404,276
416051,Pedro Miguel,Qatar,QAT,DF,5.13,229,76,26501.54,405,310
405469,Liberato Cacace,New Zealand,NZL,DF,6.67,350,111,26344.8,406,237
402926,Gonzalo Montiel,Argentina,ARG,DF,4.96,330,106,26323.98,407,241
483496,Julian Ryerson,Norway,NOR,FW,4.34,285,91,26275.25,408,248
494351,Jonas Adjetey,Ghana,GHA,DF,4.59,260,87,26258.63,409,257
411644,Saman Ghoddos,IR Iran,IRN,MF,6.9,338,99,26206.79,410,228
372436,Ivan Sunjic,Bosnia and Herzegovina,BIH,MF,7.03,401,113,26105.55,411,221
390537,Milad Mohammadi,IR Iran,IRN,DF,6.7,299,142,26000.62,412,235
498421,Paul Okon Engstler,Australia,AUS,MF,7.39,365,108,25987.7,413,214
402884,Federico Valverde,Uruguay,URU,MF,5.78,228,99,25916.6,414,272
411176,Jose Luis Rodriguez,Panama,PAN,MF,6.2,305,109,25899.78,415,251
476348,Damian Bobadilla,Paraguay,PAR,MF,6.04,336,98,25835.61,416,216
485070,Raul Rangel,Mexico,MEX,GK,3.14,71,12,25833.63,417,494
500037,Gilberto Mora,Mexico,MEX,MF,5.16,370,125,25800.25,418,236
405263,Kevin Danso,Austria,AUT,DF,5.48,266,95,25685.71,419,284
228912,Manuel Neuer,Germany,GER,GK,3.47,82,19,25681.69,420,442
473113,Eberechi Eze,England,ENG,MF,3.94,325,106,25575.26,421,247
506471,Deveron Fonville,Curaçao,CUW,DF,5.89,239,132,25516.75,422,260
407993,Mohamed Kanno,Saudi Arabia,KSA,MF,5.97,287,88,25496.47,423,256
430917,Evidence Makgopa,South Africa,RSA,FW,6.21,319,106,25410.78,424,241
385067,Boualem Khoukhi,Qatar,QAT,DF,4.92,226,62,25410.03,425,310
401339,Andy Robertson,Scotland,SCO,DF,5.92,246,107,25387.97,426,255
486875,Gustavo Velazquez,Paraguay,PAR,DF,5.35,197,66,25381.16,427,293
433426,Soufiane Rahimi,Morocco,MAR,FW,7.27,317,137,25328.44,428,215
464933,Abbosbek Fayzullaev,Uzbekistan,UZB,MF,6.32,341,141,25301.81,429,240
402261,Nicolas Pepe,Côte d'Ivoire,CIV,FW,6.05,289,154,25237.91,430,255
403312,Abdulelah Alamri,Saudi Arabia,KSA,DF,5.67,252,89,25207.74,431,268
484112,Kenan Yildiz,Türkiye,TUR,FW,6.05,236,78,25197.64,432,249
448312,Nilson Angulo,Ecuador,ECU,FW,6.36,274,136,25147.24,433,240
502945,Alexander Bernhardsson,Sweden,SWE,DF,4.85,268,90,25109.78,434,233
419134,Juan Manuel Sanabria,Uruguay,URU,MF,6.35,320,129,25094.45,435,237
331463,Tim Payne,New Zealand,NZL,DF,6.23,309,105,25040.85,436,241
441261,Israel Reyes,Mexico,MEX,DF,5.16,272,65,24823.63,437,237
390541,Shogo Taniguchi,Japan,JPN,DF,4.15,189,56,24756.98,438,267
464533,Brian Gutierrez,Mexico,MEX,MF,5.15,334,112,24453.57,439,226
395321,Junya Ito,Japan,JPN,MF,5.88,233,108,24421.93,440,242
502727,Johan Manzambi,Switzerland,SUI,MF,4.4,345,113,24380.51,441,220
441137,Anthony Elanga,Sweden,SWE,FW,5.94,211,118,24265.7,442,247
514208,Christ Inao Oulai,Côte d'Ivoire,CIV,MF,6.06,261,70,24246.36,443,240
434026,Zidane Iqbal,Iraq,IRQ,MF,6.85,352,61,24227.99,444,210
433668,Michal Sadilek,Czechia,CZE,MF,7.16,385,125,24212.55,445,204
499913,Matt Freese,USA,USA,GK,2.76,26,6,24114.67,446,419
485664,Ruben Providence,Haiti,HAI,FW,6.09,312,115,24005.38,447,237
369304,Hakan Calhanoglu,Türkiye,TUR,MF,4.59,319,72,24004.04,448,208
402817,Paik Seungho,Korea Republic,KOR,MF,6.66,269,63,23909.61,449,216
429063,Edmilson Junior,Qatar,QAT,FW,6.21,290,97,23874.51,450,228
489689,Lucas Bergvall,Sweden,SWE,MF,6.93,283,89,23862.93,451,207
494293,Chemsdine Talbi,Morocco,MAR,MF,5.75,280,128,23817.14,452,217
403001,Diogo Costa,Portugal,POR,GK,2.76,40,8,23794.16,453,518
407680,Juergen Locadia,Curaçao,CUW,FW,5.71,227,92,23793.05,454,250
418535,Joao Felix,Portugal,POR,FW,3.94,276,94,23784.61,455,218
358112,Romelu Lukaku,Belgium,BEL,FW,5.47,227,79,23691.79,456,279
423941,Nathan Saliba,Canada,CAN,MF,4.12,386,122,23647.54,457,206
485595,Giuliano Simeone,Argentina,ARG,FW,2.45,296,114,23625.58,458,217
411624,Abdullah Alkhaibari,Saudi Arabia,KSA,MF,7.08,345,76,23607.42,459,203
463465,Joel Ordonez,Ecuador,ECU,DF,4.18,227,82,23576.79,460,253
386347,Akram Afif,Qatar,QAT,FW,5.2,194,104,23536.07,461,269
400514,Ao Tanaka,Japan,JPN,MF,4.57,285,67,23492.09,462,225
486161,Relebohile Mofokeng,South Africa,RSA,FW,5.73,341,100,23444.92,463,184
363863,Trezeguet,Egypt,EGY,FW,5.53,331,136,23437.67,464,204
371739,Alexander Schlager,Austria,AUT,GK,3.4,81,20,23367.49,465,412
483526,Tijjani Reijnders,Netherlands,NED,MF,4.97,286,95,23300.38,466,211
504931,Lucas Herrington,Australia,AUS,DF,2.98,210,41,23286.35,467,232
360642,Camilo Vargas,Colombia,COL,GK,2.57,27,9,23127.14,468,541
431211,Mousa Altamari,Jordan,JOR,FW,6.07,243,120,23119.95,469,230
482782,Dailon Livramento,Cabo Verde,CPV,FW,5.22,237,100,23067.28,470,198
486082,Pavel Sulc,Czechia,CZE,FW,6.65,338,102,22856.82,471,209
401481,Patrik Schick,Czechia,CZE,FW,6.81,251,76,22836.75,472,199
482978,Nikola Vasilj,Bosnia and Herzegovina,BIH,GK,3.31,34,7,22744.03,473,411
403335,Hassan Altambakti,Saudi Arabia,KSA,DF,5.62,252,67,22701.97,474,237
405879,Wilson Isidor,Haiti,HAI,FW,6.78,287,110,22699.6,475,201
436628,Ali Alhamadi,Iraq,IRQ,FW,6.76,258,112,22671.28,476,201
356412,Silvan Widmer,Switzerland,SUI,DF,5.55,290,97,22662.91,477,210
424071,Anass Salah Eddine,Morocco,MAR,DF,3.78,201,77,22567.1,478,240
424051,Brian Brobbey,Netherlands,NED,FW,5.72,226,77,22528.72,479,245
419303,Moteb Alharbi,Saudi Arabia,KSA,DF,6.75,235,107,22511.24,480,213
483312,Isak Hien,Sweden,SWE,DF,4.32,173,69,22458.49,481,237
495046,Mauricio,Paraguay,PAR,MF,5.19,321,110,22291.21,482,208
382739,Marcos Llorente,Spain,ESP,DF,2.42,218,94,22236.39,483,217
261367,Michael Boxall,New Zealand,NZL,DF,5.59,181,75,22180.78,484,237
482974,Ivan Basic,Bosnia and Herzegovina,BIH,MF,4.87,270,63,22053.62,485,200
425607,Mohamed Amine Ben Hmida,Tunisia,TUN,DF,5.95,167,70,22028.58,486,221
409191,Nikola Vlasic,Croatia,CRO,MF,5.15,263,96,22011.41,487,204
430822,Amad Diallo,Côte d'Ivoire,CIV,FW,6.15,270,104,21888.37,488,211
464865,El Hadji Malick Diouf,Senegal,SEN,DF,4.77,268,97,21779.39,489,202
424081,Bart Verbruggen,Netherlands,NED,GK,2.99,35,6,21588.04,490,432
479075,Sherzod Nasrullaev,Uzbekistan,UZB,DF,6.23,232,95,21551.92,491,206
480966,Laros Duarte,Cabo Verde,CPV,MF,6.95,252,66,21530.22,492,187
336425,Cedric Bakambu,Congo DR,COD,FW,4.6,256,117,21517.52,493,210
448825,Pathe Ciss,Senegal,SEN,MF,6.06,190,63,21513.7,494,232
364752,Vozinha,Cabo Verde,CPV,GK,2.89,44,9,21320.84,495,445
466585,Moise Bombito,Canada,CAN,DF,3.44,212,72,21226.71,496,221
441179,Merih Demiral,Türkiye,TUR,DF,4.05,153,57,21211.19,497,208
484139,Baris Alper Yilmaz,Türkiye,TUR,FW,6.43,228,106,21165.94,498,200
430698,Houssem Aouar,Algeria,ALG,MF,5.03,253,83,21136.93,499,191
441623,Manuel Ugarte,Uruguay,URU,MF,6.4,239,72,21107.39,500,197
484045,Lawrence Shankland,Scotland,SCO,FW,4.59,258,70,21051.5,501,183
433147,Michel Aebischer,Switzerland,SUI,MF,4.86,321,117,21047.55,502,176
433694,Nathan Patterson,Scotland,SCO,DF,6.3,203,86,21036.01,503,204
403289,Takehiro Tomiyasu,Japan,JPN,DF,4.81,202,53,21029.22,504,208
430450,Jacob Italiano,Australia,AUS,DF,3.45,279,121,20985.37,505,183
510757,Josue Casimir,Haiti,HAI,FW,6.05,246,113,20980.8,506,208
436537,Musab Aljuwayr,Saudi Arabia,KSA,MF,7.55,326,85,20967.44,507,167
390196,Callum Mccowatt,New Zealand,NZL,MF,7.24,334,110,20963.57,508,173
485131,Ben Gannon Doak,Scotland,SCO,FW,6.19,200,96,20888.71,509,204
372243,Philipp Lienhart,Austria,AUT,DF,3.03,212,58,20886.37,510,207
431861,Rayan Cherki,France,FRA,MF,6.55,300,105,20751.4,511,169
395986,Ronwen Williams,South Africa,RSA,GK,3.09,36,7,20708.63,512,402
448015,Cristian Volpato,Australia,AUS,FW,5.16,322,94,20702.13,513,180
463809,Jarell Quansah,England,ENG,DF,2.96,220,86,20672.41,514,208
475260,Behruzjon Karimov,Uzbekistan,UZB,DF,4.08,233,107,20671.11,515,203
390670,Cyle Larin,Canada,CAN,FW,4.5,216,96,20615.07,516,224
433161,Edo Kayembe,Congo DR,COD,MF,5.34,297,86,20579.44,517,177
519958,Elliot Stroud,Sweden,SWE,DF,6.96,251,94,20520.74,518,183
433367,Omar Rekik,Tunisia,TUN,DF,4.08,199,66,20477.26,519,200
405530,Zion Suzuki,Japan,JPN,GK,3.02,38,5,20433.26,520,405
407022,Karim Hafez,Egypt,EGY,DF,4.13,252,76,20427.22,521,198
448377,Dodi Lukebakio,Belgium,BEL,FW,3.16,232,101,20237.33,522,194
477536,Federico Vinas,Uruguay,URU,FW,5.73,195,102,20225.71,523,211
401131,Michael Gregoritsch,Austria,AUT,FW,4.45,213,86,20132.08,524,207
489521,Stjepan Radeljic,Bosnia and Herzegovina,BIH,DF,2.86,186,63,20111.1,525,211
405873,Yahia Fofana,Côte d'Ivoire,CIV,GK,2.93,16,5,19966.03,526,408
489550,Husam Abudahab,Jordan,JOR,DF,4.16,206,75,19848.59,527,190
300409,Edin Dzeko,Bosnia and Herzegovina,BIH,FW,4.56,201,57,19815.85,528,196
473050,Richard Rios,Colombia,COL,MF,6.79,290,111,19796.25,529,175
359634,Grant Hanley,Scotland,SCO,DF,3.88,173,45,19774.95,530,203
479042,Abdulla Abdullaev,Uzbekistan,UZB,DF,3.82,191,57,19761.96,531,206
523097,Alexandr Sojka,Czechia,CZE,MF,8.04,321,108,19628.07,532,155
484113,Ferdi Kadioglu,Türkiye,TUR,DF,4.36,218,101,19552.43,533,179
498806,Mohamed Toure,Australia,AUS,FW,4.76,217,79,19508.03,534,182
504329,Steve Kapuadi,Congo DR,COD,DF,2.9,211,60,19496.83,535,201
433754,Adam Hlozek,Czechia,CZE,FW,6.77,251,94,19420.45,536,172
485767,Redouane Halhal,Morocco,MAR,DF,1.86,154,62,19377.5,537,208
481242,Iqraam Rayners,South Africa,RSA,FW,6.68,193,108,19309.81,538,182
433118,Orkun Kokcu,Türkiye,TUR,MF,6.6,207,67,19220.02,539,172
411174,Jose Fajardo,Panama,PAN,FW,6.5,236,110,19207.38,540,176
419068,Giovanni Reyna,USA,USA,MF,8.06,315,71,19203.54,541,155
441259,Liam Millar,Canada,CAN,MF,3.93,243,114,19176.61,542,176
431781,Jean Kevin Duverne,Haiti,HAI,DF,4.12,209,82,19174.4,543,186
401023,Joshua Brenet,Curaçao,CUW,DF,3.96,191,97,19154.29,544,193
433072,Zeki Celik,Türkiye,TUR,DF,4.4,224,87,19112.83,545,173
494557,Patrick Beach,Australia,AUS,GK,2.62,23,5,19047.75,546,435
419126,Darwin Nunez,Uruguay,URU,FW,6.09,190,93,19040.35,547,182
502946,Benjamin Nygren,Sweden,SWE,MF,7.73,282,104,18972.62,548,149
441313,Lionel Mpasi,Congo DR,COD,GK,2.77,37,7,18909.7,549,409
433066,Donyell Malen,Netherlands,NED,FW,4.34,178,81,18907.07,550,197
396950,Mahmoud Almardi,Jordan,JOR,FW,7.38,328,87,18861.43,551,152
372266,Sofyan Amrabat,Morocco,MAR,MF,3.24,263,81,18860.83,552,175
424119,Nathanael Mbuku,Congo DR,COD,MF,5.33,243,74,18838.49,553,163
441341,Elisha Owusu,Ghana,GHA,MF,5.07,262,74,18829.07,554,166
448180,Josko Gvardiol,Croatia,CRO,DF,6.86,238,88,18796.01,555,177
405528,Yukinari Sugawara,Japan,JPN,DF,6.28,195,72,18767.61,556,181
463127,Gabriel Avalos,Paraguay,PAR,FW,5.35,185,69,18764.8,557,170
307849,Son Heungmin,Korea Republic,KOR,FW,6.14,169,96,18757.38,558,183
430070,Ante Budimir,Croatia,CRO,FW,4.99,180,94,18722.29,559,168
511875,Odeh Fakhoury,Jordan,JOR,FW,7.01,275,98,18713.27,560,163
336088,Nathan Ake,Netherlands,NED,DF,4.51,136,49,18580.35,561,189
336459,Rani Khedira,Tunisia,TUN,MF,7.49,218,49,18577.38,562,162
496358,Ibrahim Mbaye,Senegal,SEN,FW,5.55,191,104,18570.21,563,203
418550,Rafael Leao,Portugal,POR,FW,5.73,188,75,18513.49,564,203
480310,Jiovany Ramos,Panama,PAN,DF,3.98,205,63,18498.83,565,186
430597,Gabriel Martinelli,Brazil,BRA,FW,5.11,216,87,18477.89,566,171
419672,Leo Ostigard,Norway,NOR,DF,4.75,165,45,18419.78,567,184
441242,Cesar Blackman,Panama,PAN,DF,3.91,180,64,18333.59,568,187
433394,Ahmed Fathy,Qatar,QAT,MF,6.63,312,80,18273.99,569,163
486130,Habib Diarra,Senegal,SEN,MF,4.92,221,92,18234.36,570,168
430854,Wilfried Singo,Côte d'Ivoire,CIV,DF,2.88,173,65,18230.23,571,190
486081,Lukas Cerv,Czechia,CZE,MF,4.24,204,53,18226.25,572,172
479553,Hussein Ali,Iraq,IRQ,DF,4.18,179,71,18211.32,573,174
401893,Nuno Da Costa,Cabo Verde,CPV,MF,5.99,185,86,18105.97,574,180
520037,Derrick Luckassen,Ghana,GHA,DF,2.64,147,39,18059.74,575,205
397775,Carlens Arcus,Haiti,HAI,DF,6.07,247,86,18006.56,576,171
431693,Frantzdy Pierrot,Haiti,HAI,FW,5.98,210,61,17982.57,577,168
404885,Tomas Soucek,Czechia,CZE,MF,7.02,264,57,17938.82,578,152
463288,Phillip Mwene,Austria,AUT,DF,3.4,189,76,17929.88,579,160
485064,Niko Sigur,Canada,CAN,DF,4.53,265,75,17924.01,580,147
433724,Willy Semedo,Cabo Verde,CPV,MF,5.15,207,90,17802.43,581,156
510989,Brian Cipenga,Congo DR,COD,FW,3.34,210,112,17763.24,582,160
386387,Sultan Albrake,Qatar,QAT,DF,4.19,215,70,17683.33,583,167
485081,Francisco Conceicao,Portugal,POR,FW,5.18,201,87,17531.95,584,163
411301,Angus Gunn,Scotland,SCO,GK,3.43,29,6,17506.02,585,306
441167,Tomas Holes,Czechia,CZE,DF,4.11,203,58,17483.14,586,169
441350,Hicham Boudaoui,Algeria,ALG,MF,5.55,248,79,17473.1,587,143
484851,Deniz Undav,Germany,GER,FW,6.03,205,59,17404.37,588,174
520066,Jose Canale,Paraguay,PAR,DF,4.87,123,37,17328.15,589,198
369029,Dominik Livakovic,Croatia,CRO,GK,2.52,30,5,17297.82,590,413
431698,Jurien Gaari,Curaçao,CUW,DF,3.83,151,71,17250.25,591,180
433191,Che Adams,Scotland,SCO,FW,6.82,192,75,17234.99,592,160
512183,Mohammed Abu Alshamat,Saudi Arabia,KSA,DF,6.75,212,87,17130.45,593,153
419473,Jassem Gaber,Qatar,QAT,DF,6.14,232,55,17053.08,594,166
441236,Hernan Galindez,Ecuador,ECU,GK,2.51,25,3,17029.0,595,407
441258,Ismael Kone,Canada,CAN,MF,2.51,198,44,16975.03,596,160
484092,Ismail Yuksek,Türkiye,TUR,MF,4.43,156,43,16925.98,597,153
441135,Jesper Karlstrom,Sweden,SWE,MF,3.44,199,48,16846.98,598,147
441342,Abdul Fatawu,Ghana,GHA,FW,6.21,211,93,16816.62,599,163
434025,Zaid Tahseen,Iraq,IRQ,DF,4.12,179,49,16808.01,600,165
448149,Teun Koopmeiners,Netherlands,NED,MF,7.14,228,57,16774.64,601,145
447855,Nico Williams,Spain,ESP,FW,5.02,185,116,16643.75,602,159
395212,Nelson Semedo,Portugal,POR,DF,5.02,196,79,16630.4,603,164
433439,Ali Lajami,Saudi Arabia,KSA,DF,5.8,145,54,16522.11,604,177
484051,Kenny Mclean,Scotland,SCO,MF,7.3,188,56,16438.49,605,144
380005,Mario Pasalic,Croatia,CRO,MF,6.43,218,78,16317.24,606,158
484270,Zaid Ismael,Iraq,IRQ,MF,5.13,243,58,16240.49,607,126
479079,Khojiakbar Alijonov,Uzbekistan,UZB,DF,4.17,228,87,16085.82,608,155
339820,Kalidou Koulibaly,Senegal,SEN,DF,2.65,167,44,16073.86,609,181
395205,Bernardo Silva,Portugal,POR,MF,5.94,253,79,16062.63,610,133
484011,Lukas Provod,Czechia,CZE,MF,6.94,228,88,16011.22,611,137
419459,Mahmoud Abunada,Qatar,QAT,GK,3.1,20,2,16005.91,612,310
510991,Ayoub Aloui,Qatar,QAT,DF,3.76,170,55,15912.29,613,170
441181,Ugurcan Cakir,Türkiye,TUR,GK,3.03,55,10,15872.23,614,313
479086,Azizjon Ganiev,Uzbekistan,UZB,MF,4.49,216,96,15858.11,615,140
448411,Jacob Shaffelburg,Canada,CAN,MF,7.63,202,106,15826.53,616,126
433872,Raphinha,Brazil,BRA,FW,2.6,189,108,15809.52,617,143
356704,Juan Quintero,Colombia,COL,MF,5.25,185,45,15790.25,618,146
299200,Marko Arnautovic,Austria,AUT,FW,5.44,156,57,15762.88,619,173
464484,Ismael Gharbi,Tunisia,TUN,MF,6.44,185,65,15753.85,620,142
464457,Ali Jasim,Iraq,IRQ,FW,4.46,252,92,15703.59,621,144
274281,Kim Seunggyu,Korea Republic,KOR,GK,3.14,37,14,15687.05,622,300
390650,Eloy Room,Curaçao,CUW,GK,3.12,15,1,15611.7,623,300
441166,Jaroslav Zeleny,Czechia,CZE,DF,4.33,162,69,15481.55,624,142
482885,Elias Saad,Tunisia,TUN,FW,4.99,199,86,15480.51,625,124
523236,Ahmed Qasem,Iraq,IRQ,FW,6.29,215,78,15459.21,626,135
430667,Nico Schlotterbeck,Germany,GER,DF,3.07,158,40,15443.46,627,152
433679,Ramiz Zerrouki,Algeria,ALG,MF,5.59,201,54,15442.6,628,126
424106,Haissem Hassan,Egypt,EGY,FW,2.64,184,62,15396.81,629,138
441188,Kerem Akturkoglu,Türkiye,TUR,FW,4.21,147,73,15234.03,630,143
448310,Kevin Rodriguez,Ecuador,ECU,FW,6.3,187,89,15137.76,631,146
430120,Mert Muldur,Türkiye,TUR,DF,7.5,145,57,15133.29,632,132
441241,Orlando Mosquera,Panama,PAN,GK,2.98,31,11,15112.23,633,303
416576,Alvaro Fidalgo,Mexico,MEX,MF,4.72,232,87,15056.33,634,117
464055,Malo Gusto,France,FRA,DF,4.17,166,78,15037.97,635,143
382312,Cameron Burgess,Australia,AUS,DF,2.9,147,33,15035.64,636,152
448586,Oh Hyeongyu,Korea Republic,KOR,FW,6.26,158,64,15016.21,637,145
448523,Kamaldeen Sulemana,Ghana,GHA,FW,3.32,172,75,14795.98,638,136
390534,Hossein Kanani,IR Iran,IRN,DF,3.94,123,27,14749.2,639,154
386348,Assim Madibo,Qatar,QAT,MF,6.04,208,30,14695.95,640,140
448815,Iliman Ndiaye,Senegal,SEN,FW,5.17,188,74,14673.13,641,134
505097,Samir El Mourabet,Morocco,MAR,MF,6.31,216,85,14604.02,642,121
390525,Lee Jaesung,Korea Republic,KOR,MF,4.63,205,85,14542.7,643,125
484065,Eren Elmali,Türkiye,TUR,DF,4.45,135,60,14528.21,644,134
463236,Jayden Adams,South Africa,RSA,MF,5.27,181,57,14495.71,645,130
484012,Matej Kovar,Czechia,CZE,GK,2.86,19,2,14358.61,646,301
477856,Jovane Cabral,Cabo Verde,CPV,MF,2.92,190,61,14327.66,647,148
430097,Ryan Christie,Scotland,SCO,MF,7.62,208,53,14260.28,648,114
483549,Warren Zaire Emery,France,FRA,MF,1.69,182,63,14041.34,649,128
402974,Angelo Preciado,Ecuador,ECU,DF,6.31,144,61,14040.86,650,137
463746,Endrick,Brazil,BRA,FW,4.67,103,57,13958.58,651,146
477849,Helio Varela,Cabo Verde,CPV,MF,4.81,179,68,13847.35,652,130
430657,David Raum,Germany,GER,DF,3.53,198,85,13697.63,653,123
482869,Jaouen Hadjam,Algeria,ALG,DF,5.14,158,77,13663.53,654,125
419441,Homam Ahmed,Qatar,QAT,DF,5.86,157,57,13626.23,655,134
371393,Dostonbek Khamdamov,Uzbekistan,UZB,MF,4.48,184,63,13625.49,656,120
397894,Yazeed Abulaila,Jordan,JOR,GK,2.64,9,2,13586.57,657,309
448364,Amadou Onana,Belgium,BEL,MF,4.31,146,44,13465.81,658,127
400511,Kou Itakura,Japan,JPN,DF,2.86,116,34,13382.22,659,138
389879,Luca Zidane,Algeria,ALG,GK,1.99,42,13,13382.13,660,302
380007,Alireza Beiranvand,IR Iran,IRN,GK,2.59,19,0,13335.74,661,309
423880,Lee Taeseok,Korea Republic,KOR,DF,4.44,151,68,13302.6,662,120
481027,Louicius Deedson,Haiti,HAI,FW,5.91,145,67,13276.69,663,129
389754,Petar Musa,Croatia,CRO,FW,3.35,160,61,13217.92,664,119
389907,Salih Ozcan,Türkiye,TUR,MF,4.65,168,60,13200.62,665,120
482775,Tyler Bindon,New Zealand,NZL,DF,7.1,152,48,13159.9,666,120
